service,course_id,group_id,person_id,name,email,type,topic_id,topic_description,date,SUCCESS,WARNING,FAILURE,ERROR,INFO,TIMEOUT
Code,1,1,,,,,,,,,,,
Code,1,1,a0025281,Parlo Samrohamo,parlo.samrohamo@student.tuwien.ac.at,,,,,,,,
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276181138,0,1,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276259091,0,0,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276174008,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276173129,0,1,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276162208,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276180542,0,1,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1277303120,1,0,0,0,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276174567,0,1,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1277372293,1,0,0,0,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276165152,0,2,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276180153,0,1,0,1,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276171757,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1277306353,1,0,0,0,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276172099,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276180924,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276162676,0,2,0,2,0,0
Code,3,1,a0808420,Ade Boberrey,ade.boberrey@unet.univie.ac.at,407,1276172555,0,0,1,0,0,0
Code,3,1,a0808547,Jussea Sebarliva,jussea.sebarliva@univie.ac.at,604,1276587262,1,0,0,0,0,0
Code,3,1,a0808547,Jussea Sebarliva,jussea.sebarliva@univie.ac.at,604,1276587043,0,1,0,2,0,0
Code,3,1,a0821669,Bobin Jayne,bobin.jayne@unet.univie.ac.at,,,,,,,,
Code,3,1,a0821707,Jakod Wilto,jakod.wilto@unet.univie.ac.at,,,,,,,,
Code,3,1,a0825528,Clifto Astoren,clifto.astoren@nitschinger.at,,,,,,,,
Code,3,1,a0826379,Arsh Jarodiel,arsh.jarodiel@unet.univie.ac.at,,,,,,,,
Code,3,1,a0840462,Tyrolt Elinethy,tyrolt.elinethy@gmx.at,,,,,,,,
Code,3,1,a0848375,Ton Talon,ton.talon@unet.univie.ac.at,,,,,,,,
Code,3,1,a0848645,Tronto Huarl,tronto.huarl@unet.univie.ac.at,,,,,,,,
Code,3,1,a0849296,Lazeki Jermo,lazeki.jermo@unet.univie.ac.at,100,1276248798,0,0,1,0,0,0
Code,3,1,a0849311,Aliang Arleon,aliang.arleon@yahoo.de,,,,,,,,
Code,3,1,a0849485,Son Hartophea,son.hartophea@unet.univie.ac.at,,,,,,,,
Code,3,1,a0867886,Frett Waricton,frett.waricton@unet.univie.ac.at,,,,,,,,
Code,3,1,a0867890,Essiag Keego,essiag.keego@hotmail.de,,,,,,,,
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277215107,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277215171,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277203038,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277306434,0,0,1,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277046645,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277163623,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277204417,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277044991,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277284339,0,0,1,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277168372,0,1,0,1,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277168507,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277166700,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277169328,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277214360,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277169229,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277200771,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277199665,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277169486,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277167697,0,1,0,1,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277213705,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277200022,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277203566,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277285371,0,1,0,2,1,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277045218,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277214875,0,0,1,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277202048,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277168857,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277202673,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277044708,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277046184,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277168145,0,1,0,1,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277215245,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277200415,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277305782,0,0,1,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277202558,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277047574,1,0,0,0,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277213548,0,1,0,2,0,0
Code,3,1,a0867923,Abrist Haylouger,abrist.haylouger@gmail.com,307,1277285297,0,0,1,0,0,0
Code,3,1,a0868098,Mathol Zangel,mathol.zangel@unet.univie.ac.at,,,,,,,,
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277233735,0,1,0,2,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277222297,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277222372,0,1,0,2,1,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277226831,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277233634,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225589,0,1,0,1,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277224005,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1276621379,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277226080,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277224620,1,1,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277234606,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277232838,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277224754,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225134,0,1,0,2,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277233404,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277233557,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277233819,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225257,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225775,1,0,0,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277222130,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277234575,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225479,0,1,0,2,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277234373,0,0,1,0,0,0
Code,3,1,a0900078,Liel Lesto,liel.lesto@unet.univie.ac.at,505,1277225950,0,1,0,1,0,0
Code,3,1,a0900364,Spedwa Andrillie,spedwa.andrillie@hotmail.com,,,,,,,,
Code,3,1,a0900767,Jimoin Edwiliez,jimoin.edwiliez@gmail.com,,,,,,,,
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276247285,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276415807,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276797395,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276330750,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276503827,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276758552,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276706317,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276334812,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276414544,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276705943,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276249666,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276682825,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276796647,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276418392,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276797153,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276338025,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276335457,0,1,0,1,1,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276705169,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276420697,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276705415,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276797046,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416678,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276337949,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276625331,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276417588,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276336496,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276418071,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276338900,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276419333,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276417032,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276706802,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276796883,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416609,0,0,1,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276795857,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276330890,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276246886,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276330988,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276414884,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276705789,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276417242,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276419645,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276199221,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276415650,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276415911,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276758055,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276247162,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276796116,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276250396,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276248052,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276198923,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416387,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276415755,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416884,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416240,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276247589,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276704656,0,0,1,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276246717,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276337739,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276338742,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416309,0,0,1,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276247736,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276681804,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276417832,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276683711,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276416027,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276413980,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276334726,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276503961,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276250458,0,0,1,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276337597,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276250488,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276797629,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276247006,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276414424,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276796288,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276338170,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276336647,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276418132,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276331146,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276354712,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276683225,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276503882,0,1,0,1,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276704757,1,0,0,0,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276758392,0,1,0,2,0,0
Code,3,1,a0901130,Blanig Jarwinion,blanig.jarwinion@gmail.com,507,1276246639,0,1,0,2,0,0
Code,3,1,a0901416,Drifto Dwarisess,drifto.dwarisess@unet.univie.ac.at,,,,,,,,
Code,3,1,a0902337,Matt Eughn,matt.eughn@unet.univie.ac.at,202,1277197577,1,0,0,0,1,0
Code,3,1,a0902337,Matt Eughn,matt.eughn@unet.univie.ac.at,202,1277152910,1,0,0,0,1,0
Code,3,1,a0902337,Matt Eughn,matt.eughn@unet.univie.ac.at,202,1277156715,1,0,0,0,1,0
Code,3,1,a0902337,Matt Eughn,matt.eughn@unet.univie.ac.at,202,1277201063,1,0,0,0,1,0
Code,3,1,a0902776,Javon Lonalexto,javon.lonalexto@unet.univie.ac.at,405,1284459471,0,0,1,0,0,0
Code,3,1,a0902776,Javon Lonalexto,javon.lonalexto@unet.univie.ac.at,405,1284459480,0,0,1,0,0,0
Code,3,1,a0902776,Javon Lonalexto,javon.lonalexto@unet.univie.ac.at,405,1284459572,0,0,1,0,0,0
Code,3,1,a0902776,Javon Lonalexto,javon.lonalexto@unet.univie.ac.at,405,1284555382,1,0,0,0,2,0
Code,3,1,a0902776,Javon Lonalexto,javon.lonalexto@unet.univie.ac.at,405,1284459445,0,0,1,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276292013,0,2,0,2,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276323844,0,1,0,2,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276321648,0,0,0,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276292365,0,1,0,1,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276321663,0,2,0,4,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276360820,1,0,0,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276321714,1,0,0,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276292191,0,2,0,1,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276291921,1,1,0,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276292521,1,0,0,0,0,0
Code,3,1,a0903622,Guan Netthy,guan.netthy@unet.univie.ac.at,100,1276292424,0,1,0,2,0,0
Code,3,1,a0904370,Narry Colawyan,narry.colawyan@msn.com,,,,,,,,
Code,3,1,a0906419,Javier Korgerton,javier.korgerton@unet.univie.ac.at,202,1276283532,1,0,0,0,1,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647833,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276641918,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647347,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276641963,0,1,0,1,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647661,1,0,0,0,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647505,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647009,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276646899,0,1,0,2,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276646850,1,0,0,0,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647306,0,0,1,0,0,0
Code,3,1,a0907112,Dulist Clandy,dulist.clandy@unet.univie.ac.at,100,1276647572,0,1,0,1,0,0
Code,3,1,a0907843,Dawn Lucal,dawn.lucal@unet.univie.ac.at,,,,,,,,
Code,3,1,a0908037,Darisc Pathandri,darisc.pathandri@gmx.net,,,,,,,,
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277150501,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277140080,0,0,1,0,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277148684,0,0,1,0,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277149953,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277153256,0,0,0,0,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277150300,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276893279,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277157638,0,0,0,0,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277141323,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276517232,0,1,0,1,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277140903,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277127796,1,0,0,0,1,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277152384,1,0,0,0,1,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277153257,0,2,0,4,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276895786,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276894745,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277117471,1,0,0,0,1,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276534707,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277162112,0,1,0,1,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277153445,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277334666,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277150208,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1277156671,0,1,0,2,0,0
Code,3,1,a0908233,Omiahu Regavielv,omiahu.regavielv@unet.univie.ac.at,504,1276534381,0,1,0,2,0,0
